"Main.Compilation"	"Project"	"Company"	"Stage"	"Type"	"Costs"	"Operating.Status"	"AEUB.Status"	"Startup"	"Value"	"Unit.Def"	"Description"	"Descr.Updated"	"Data.Source.Year"	"Data.Source"
"91"	"oilsandsreview.com Prognosis 2012"	"Poplar Creek"	"E-T Energy Ltd."	"Phase 1"	"ET-DSP"	"$175 million"	""	"Announced"		"10000 "	"Barrels of bitumen per day"	"On June 12, 2012, the ERCB rendered a decision that based on the limited production data available to date, the ERCB was of the view that E-T Energy has not demonstrated to date that ET-DSP™ is capable of obtaining or sustaining commercial bitumen production rates. The ERCB encouraged E-T Energy to continue testing the technology and reapplying as future performance data from Step 3 demonstrates commercial viability. E-T Energy looks forward to re-filing a commercial application for the 10,000 barrel per day Commercial Project as more data becomes available. While Step 3 continues to progress, the recovery factor and the energy/oil ratio required to produce bitumen will not be established until later this year or early next year. In light of the recent decision by the ERCB, the timing of the Step 3 results, and weak capital markets, management will be considering other alternatives including a smaller project building upon the existing Step 3 Field Test surface assets."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"93"	"oilsandsreview.com Prognosis 2012"	"Poplar Creek"	"E-T Energy Ltd."	"Phase 2"	"ET-DSP"	"$600 million"	""	"Announced"		"40000 "	"Barrels of bitumen per day"	"Husky says evaluation work continues, as does design basis memorandum work for the pilot plant and initial field environmental monitoring. These activities will support a regulatory application."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"99"	"oilsandsreview.com Prognosis 2012"	"Saleski"	"Husky Energy Inc."	"Carbonate Pilot"	"In Situ"	""	""	"Announced"	2016-07-01	""	"Barrels of bitumen per day"	"Targeting bitumen from the Grosmont, Ireton and Nisku formations."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"105"	"oilsandsreview.com Prognosis 2012"	"Sunrise"	"Husky Energy Inc."	"Phase 1"	"SAGD"	"$2.5 billion"	""	"Construction"	2014-07-01	"60000 "	"Barrels of bitumen per day"	"Sunrise Project, Each Phase Consisting of 60,000 bbls/d With a Design Capacity of 200,000 bbls/d, 9 Well Pads Each Containing 6 Well Pairs, Proposed Airstrip & Terminal, Camp To House 1,500 - 2,000 People, Gravel Pit, Landfill, 250 ft Commounicatiosn Tower, Fibreoptics Communications Network, Waste Treatment Facility, Steam Generation, Water De-oiling, Steam Generation, Bitumen Treating Facility, Maintenance Warehouse, operations & Control Complex, 260 kV Power Line, Pipeline Distribution System, Final Phase to Expand Central Plant Facility."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"107"	"oilsandsreview.com Prognosis 2012"	"Sunrise"	"Husky Energy Inc."	"Phase 2"	"SAGD"	"$1.9 billion"	""	"Approved"	2016-07-01	"50000 "	"Barrels of bitumen per day"	"Potential 80,000 bbls/d phased SAGD or SA-SAGD development."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"108"	"oilsandsreview.com Prognosis 2012"	"Sunrise"	"Husky Energy Inc."	"Phase 3"	"SAGD"	""	""	"Approved"		"50000 "	"Barrels of bitumen per day"	"Potential 80,000 bbls/d phased SAGD or SA-SAGD development."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"109"	"oilsandsreview.com Prognosis 2012"	"Sunrise"	"Husky Energy Inc."	"Phase 4"	"SAGD"	""	""	"Approved"		"50000 "	"Barrels of bitumen per day"	"Potential 80,000 bbls/d phased SAGD or SA-SAGD development."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"114"	"oilsandsreview.com Prognosis 2012"	"Aspen"	"Imperial Oil Limited"	"Phase 1"	"SAGD"	""	""	"Announced"		"40000 "	"Barrels of bitumen per day"	"Potential 80,000 bbls/d phased SAGD or SA-SAGD development."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"121"	"oilsandsreview.com Prognosis 2012"	"Tamarack"	"Ivanhoe Energy Inc."	"Phase 1"	"SAGD"	"$820 million"	""	"Application"	2013-07-01	"20000 "	"Barrels of bitumen per day"	"Tamarack SAGD Project & Field Upgrading First Commercial Application of HTL Heavy Oil Upgrading Technology, Capacity of the Initial Phase 20,000 bbls/d, After Final Delineation Drilling in Winter of 2009 - 2010, First Production in Q4 of 2013, First Synthetic Sour Crude Production in Q2 of 2014, Design of the surface facilities is ongoing with AMEC-BDR, with completion of the Front-End Engineering and Design anticipated in the fall of 2011. Tamarack Project remains on track for approval expected in the second half of 2012."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"123"	"oilsandsreview.com Prognosis 2012"	"Tamarack"	"Ivanhoe Energy Inc."	"Phase 2"	"SAGD"	""	""	"Application"		"20000 "	"Barrels of bitumen per day"	"Marathon says that based on results of completed appraisal drilling, a regulatory application will be filed in 2012."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"129"	"oilsandsreview.com Prognosis 2012"	"Birchwood"	"Marathon Oil Corporation"	"Demonstration"	"SAGD"	"$510 million"	""	"Application"	2016-07-01	"12000 "	"Barrels of bitumen per day"	"The Project will consist of six well pads (totalling thirty-six (36) horizontal well pairs) connected to a central processing facility (CPF). Various uncertainties and technologies will be tested as part of the SAGD in-situ extraction methods that Marathon will employ. If the SAGD performance at Birchwood meets or exceeds Marathon’s forecasts over the first two to four (2 to 4) years of operation, Marathon may decide to apply for an expanded SAGD project capable of approximately 40,000 bpd."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"135"	"oilsandsreview.com Prognosis 2012"	"Lewis"	"Oak Point Energy Ltd."	"Pilot"	"SAGD"	""	""	"Application"	2013-07-01	"1720 "	"Barrels of bitumen per day"	"Project includes two production wells, two injection wells, observations wells and one well pad. Proprietary Modular Facility to include (developed by KemeX Ltd.) steam generation facilities, production (bitumen, gas and water) handling and treatment facilities, tankage, water treatment and recycle facilities, utility systems and support buildings.The life of the project is 5 years."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"142"	"oilsandsreview.com Prognosis 2012"	"Audet"	"SilverWillow Energy Corporation"	"Pilot"	"SAGD"	""	""	"Announced"	2016-07-01	"12000 "	"Barrels of bitumen per day"	"Potential future expansion to 40,000 bbls/d"	"Aug 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"149"	"oilsandsreview.com Prognosis 2012"	"STP McKay"	"Southern Pacific Resource Corp."	"Phase 1"	"SAGD"	"$468 million"	""	"Operating"	2012-07-01	"12000 "	"Barrels of bitumen per day"	"Project includes well pairs, roads, power lines, pipelines and a central processing facility. Southern Pacific plans to transport its bitumen to the U.S. Gulf Coast via the rail network."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"151"	"oilsandsreview.com Prognosis 2012"	"STP McKay"	"Southern Pacific Resource Corp."	"Phase 1 Expansion"	"SAGD"	"$150 million"	""	"Application"		"6000 "	"Barrels of bitumen per day"	"An additional cogeneration turbine will be required to supplememnt the power demand of the expanded facilities.Approval of the Phase 1 Expansion will be incorprated into the Phase 2 approval process. Once approved construction is estimated to take nine months."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"153"	"oilsandsreview.com Prognosis 2012"	"STP McKay"	"Southern Pacific Resource Corp."	"Phase 2A"	"SAGD"	"$100 million"	""	"Application"	2015-07-01	"12000 "	"Barrels of bitumen per day"	"Project includes 30 MW Cogeneration Plant, Central Processing Facility, Tankage, Water Source Wells, Steam & Product Lines, Gas Line, Powerlines, Camp and Acess Roads."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"155"	"oilsandsreview.com Prognosis 2012"	"STP McKay"	"Southern Pacific Resource Corp."	"Phase 2B"	"SAGD"	""	""	"Application"		"6000 "	"Barrels of bitumen per day"	"Suncor says construction of the Stage 4 expansion is 90 per cent complete. Production from Firebags combined phases is now approaching 100,000 barrels per day."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"161"	"oilsandsreview.com Prognosis 2012"	"Firebag"	"Suncor Energy Inc."	"Cogeneration and Expansion"	"SAGD"	""	""	"Operating"	2007-07-01	"25000 "	"Barrels of bitumen per day"	"Suncor plans to integrate the in-situ project with its existing oil sands mining operation, adding up to 35,000 bbls of bitumen per day in 2004. Long-term plans call for further investments to increase in-situ production in stages to approximately 140,000 bbls of bitumen per day by the end of the decade. Peoject to cost $1 Billion including the upgrading component."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"162"	"oilsandsreview.com Prognosis 2012"	"Firebag"	"Suncor Energy Inc."	"Stage 1"	"SAGD"	""	""	"Operating"	2004-07-01	"35000 "	"Barrels of bitumen per day"	"Suncor plans to integrate the in-situ project with its existing oil sands mining operation, adding up to 35,000 bbls of bitumen per day in 2004. Long-term plans call for further investments to increase in-situ production in stages to approximately 140,000 bbls of bitumen per day by the end of the decade. Peoject to cost $1 Billion including the upgrading component."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"164"	"oilsandsreview.com Prognosis 2012"	"Firebag"	"Suncor Energy Inc."	"Stage 2"	"SAGD"	""	""	"Operating"	2006-07-01	"35000 "	"Barrels of bitumen per day"	"Construction nearing completion. Began steam injection April 2011."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"165"	"oilsandsreview.com Prognosis 2012"	"Firebag"	"Suncor Energy Inc."	"Stage 3"	"SAGD"	"$4.4 billion"	""	"Operating"	2011-07-01	"62500 "	"Barrels of bitumen per day"	"Construction nearing completion. Began steam injection April 2011."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"167"	"oilsandsreview.com Prognosis 2012"	"Firebag"	"Suncor Energy Inc."	"Stage 3-6 Debottleneck"	"SAGD"	""	""	"Application"		"23000 "	"Barrels of bitumen per day"	"Project includes well pads, central plant and cogeneration facilities,."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"168"	"oilsandsreview.com Prognosis 2012"	"Firebag"	"Suncor Energy Inc."	"Stage 4"	"SAGD"	"$2.0 billion"	""	"Construction"	2013-07-01	"62500 "	"Barrels of bitumen per day"	"Project includes well pads, central plant and cogeneration facilities,."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"170"	"oilsandsreview.com Prognosis 2012"	"Firebag"	"Suncor Energy Inc."	"Stage 5"	"SAGD"	""	""	"Approved"	2018-07-01	"62500 "	"Barrels of bitumen per day"	"Suncor plans to complete routine planned maintenance at MacKay River over the end of Q3 and the start of Q4/2012."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"171"	"oilsandsreview.com Prognosis 2012"	"Firebag"	"Suncor Energy Inc."	"Stage 6"	"SAGD"	""	""	"Approved"	2019-07-01	"62500 "	"Barrels of bitumen per day"	"Suncor plans to complete routine planned maintenance at MacKay River over the end of Q3 and the start of Q4/2012."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"174"	"oilsandsreview.com Prognosis 2012"	"Lewis"	"Suncor Energy Inc."	"Phase 1"	"In Situ"	""	""	"Application"		"40000 "	"Barrels of bitumen per day"	"Suncor plans to complete routine planned maintenance at MacKay River over the end of Q3 and the start of Q4/2012."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"175"	"oilsandsreview.com Prognosis 2012"	"Lewis"	"Suncor Energy Inc."	"Phase 2"	"In Situ"	""	""	"Application"		"40000 "	"Barrels of bitumen per day"	"Suncor plans to complete routine planned maintenance at MacKay River over the end of Q3 and the start of Q4/2012."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"179"	"oilsandsreview.com Prognosis 2012"	"MacKay River"	"Suncor Energy Inc."	"MR2"	"SAGD"	""	""	"Application"	2016-07-01	"40000 "	"Barrels of bitumen per day"	"Project includes construction, operation and reclamation of a new central processing facility consisting of steam generation, cogeneration, water treatment and bitumen handling facilities, and relocation of seventeen approved pads and the addition of four new pads."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"181"	"oilsandsreview.com Prognosis 2012"	"MacKay River"	"Suncor Energy Inc."	"Phase 1"	"SAGD"	"$175 million"	""	"Operating"	2002-07-01	"33000 "	"Barrels of bitumen per day"	"Sunshine says that steam cycle injection operations at Harper have proved thermally induced oil mobility."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"187"	"oilsandsreview.com Prognosis 2012"	"Harper"	"Sunshine Oilsands Ltd."	"Carbonate Pilot"	"CSS"	""	""	"Operating"	2011-07-01	"1000 "	"Barrels of bitumen per day"	"The pilot will allow Sunshine to analyze the bitumen and determine the correct approach for carbonate development such as CSS versus SAGD and horizontal versus vertical wells."	"May 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"192"	"oilsandsreview.com Prognosis 2012"	"Legend Lake"	"Sunshine Oilsands Ltd."	"A Phase 1"	"SAGD"	"$419 million"	""	"Application"	2016-07-01	"10000 "	"Barrels of bitumen per day"	"Planned facilities for the project include a number of wells, well pads and associated infrastructure (e.g., roads, pipeline) and a central processing facility (“CPF”). At the CPF, the bitumen will be cleaned and diluted with condensate before it is transported by trucks to market."	"Aug 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"194"	"oilsandsreview.com Prognosis 2012"	"Legend Lake"	"Sunshine Oilsands Ltd."	"A Phase 2"	"SAGD"	""	""	"Announced"		"20000 "	"Barrels of bitumen per day"	"Sunshine says FEED has been initiated for the Thickwood project. The company has also submitted its responses to the ERCBs supplemental information requests relating to the project application."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"195"	"oilsandsreview.com Prognosis 2012"	"Legend Lake"	"Sunshine Oilsands Ltd."	"B Phase 1"	"SAGD"	""	""	"Announced"		"20000 "	"Barrels of bitumen per day"	"Sunshine says FEED has been initiated for the Thickwood project. The company has also submitted its responses to the ERCBs supplemental information requests relating to the project application."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"199"	"oilsandsreview.com Prognosis 2012"	"Thickwood"	"Sunshine Oilsands Ltd."	"A Phase 1"	"SAGD"	"$375 million"	""	"Application"	2015-07-01	"10000 "	"Barrels of bitumen per day"	"Sunshine anticipates that over the course of the Project, at least 272 well pairs will be drilled from 34 well pads. Planned facilities for the Project include a number of wells, well pads and associated infrastructure (e.g., roads, pipeline) and a central processing facility (“CPF”). At the CPF, the bitumen will be cleaned and diluted with condensate before it is transported by trucks to market."	"Aug 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"201"	"oilsandsreview.com Prognosis 2012"	"Thickwood"	"Sunshine Oilsands Ltd."	"A Phase 2"	"SAGD"	"$620 million"	""	"Announced"	2018-07-01	"20000 "	"Barrels of bitumen per day"	"The Phase 2 Thickwood project is forecasted for completion in 2017 and will provide an additional 30,000 bbl/d of production. The company anticipates Phase 3 will add another 25,000 bbl/d of production by 2020."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"203"	"oilsandsreview.com Prognosis 2012"	"Thickwood"	"Sunshine Oilsands Ltd."	"B Phase 1"	"SAGD"	"$620 million"	""	"Announced"	2021-07-01	"20000 "	"Barrels of bitumen per day"	"Sunshine says constuction at West Ells is on time and on budget. The central processing facility site has been cleared, FEED is complete, all long-lead equipment has been ordered and 75% of secondary long-lead equipment has been procured. No major delays have been encountered to-date."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"207"	"oilsandsreview.com Prognosis 2012"	"West Ells"	"Sunshine Oilsands Ltd."	"A Phase 1"	"SAGD"	"$480 million"	""	"Construction"	2013-07-01	"5000 "	"Barrels of bitumen per day"	"Road access work to West Ells has now been completed, and site construction activities have commenced. First steam is targeted for Q2, 2013."	"Aug 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"209"	"oilsandsreview.com Prognosis 2012"	"West Ells"	"Sunshine Oilsands Ltd."	"A Phase 2"	"SAGD"	"$620 million"	""	"Approved"	2014-07-01	"5000 "	"Barrels of bitumen per day"	"Suspended"	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"210"	"oilsandsreview.com Prognosis 2012"	"West Ells"	"Sunshine Oilsands Ltd."	"A Phase 3"	"SAGD"	""	""	"Announced"	2018-07-01	"20000 "	"Barrels of bitumen per day"	"Suspended"	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"211"	"oilsandsreview.com Prognosis 2012"	"West Ells"	"Sunshine Oilsands Ltd."	"B Phase 1"	"SAGD"	""	""	"Announced"	2020-07-01	"20000 "	"Barrels of bitumen per day"	"Suspended"	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"212"	"oilsandsreview.com Prognosis 2012"	"West Ells"	"Sunshine Oilsands Ltd."	"B Phase 2"	"SAGD"	""	""	"Announced"		"20000 "	"Barrels of bitumen per day"	"Suspended"	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"213"	"oilsandsreview.com Prognosis 2012"	"West Ells"	"Sunshine Oilsands Ltd."	"C Phase 1"	"SAGD"	""	""	"Announced"		"30000 "	"Barrels of bitumen per day"	"Suspended"	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"221"	"oilsandsreview.com Prognosis 2012"	"Joslyn"	"Total E&P Canada Ltd."	"Phase 1"	"SAGD"	""	""	"Suspended"	2004-07-01	"2000 "	"Barrels of bitumen per day"	"Suspended"	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"223"	"oilsandsreview.com Prognosis 2012"	"Joslyn"	"Total E&P Canada Ltd."	"Phase 2"	"SAGD"	""	""	"Suspended"	2006-07-01	"10000 "	"Barrels of bitumen per day"	"Suspended"	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"225"	"oilsandsreview.com Prognosis 2012"	"Joslyn"	"Total E&P Canada Ltd."	"Phase 3A"	"SAGD"	""	""	"Terminated"	2009-07-01	"15000 "	"Barrels of bitumen per day"	"Alberta Oilsands says it has responded to a third round of supplemental information requests from the ERCB regarding the project application. The company expects the regulator will hold a public hearing into the project due in part to its proximity to the Fort McMurray airport."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"226"	"oilsandsreview.com Prognosis 2012"	"Joslyn"	"Total E&P Canada Ltd."	"Phase 3B"	"SAGD"	""	""	"Terminated"	2011-07-01	"15000 "	"Barrels of bitumen per day"	"Alberta Oilsands says it has responded to a third round of supplemental information requests from the ERCB regarding the project application. The company expects the regulator will hold a public hearing into the project due in part to its proximity to the Fort McMurray airport."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"235"	"oilsandsreview.com Prognosis 2012"	"Clearwater West"	"Alberta Oilsands Inc."	"Phase 1 Pilot"	"SLP-SAGD"	"$180 million"	""	"Application"		"4350 "	"Barrels of bitumen per day"	"Phase I will consist of an initial six SLP-SAGD well-pairs (injectors and producers), drilled from a common pad adjoining the surface facilities. The wells have planned horizontal legs of 600 metres’ length and lateral spacing of 75 metres between wellbores. Facilities will consist of one steam boiler, one diluent fractionator, six SLP-SAGD well-pairs, observation wells, water source wells and lines, bitumen/diluent blending, temporary bitumen storage tanks, electricity and natural gas service, office/control room building, vapour recovery system, extensive tiltmeter array, and various other monitoring and observation systems."	"Jun 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"237"	"oilsandsreview.com Prognosis 2012"	"Clearwater West"	"Alberta Oilsands Inc."	"Phase 2"	"SAGD"	"$1.5 billion"	""	"Announced"	2016-07-01	"25000 "	"Barrels of bitumen per day"	"The Phase II facilities would be largely scaled-up versions of the Phase I plant design, with water recycling and similar safety and environmental protection systems as Phase I. There will also be additional well pads and satellite facilities. The overall surface footprint of facilities and well pads will remain small. Production 15,000 to 25,000 bbls/d."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"244"	"oilsandsreview.com Prognosis 2012"	"Hangingstone"	"Athabasca Oil Corporation"	"Phase 1"	"SAGD"	""	""	"Application"	2014-07-01	"12000 "	"Barrels of bitumen per day"	"2012 activities include delineation drilling and D seismic."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"246"	"oilsandsreview.com Prognosis 2012"	"Hangingstone"	"Athabasca Oil Corporation"	"Phase 2"	"SAGD"	""	""	"Announced"	2017-07-01	"35000 "	"Barrels of bitumen per day"	"Phase two 25,000-40,000 bbls/d."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"248"	"oilsandsreview.com Prognosis 2012"	"Hangingstone"	"Athabasca Oil Corporation"	"Phase 3"	"SAGD"	""	""	"Announced"	2019-07-01	"35000 "	"Barrels of bitumen per day"	"Phase three 25,000 to 40,000 bbls/d."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"255"	"oilsandsreview.com Prognosis 2012"	"Blackrod"	"BlackPearl Resources Inc."	"Phase 1"	"SAGD"	"$350 million"	""	"Application"	2015-07-01	"20000 "	"Barrels of bitumen per day"	"Phase 1 and 2 both have their own processing facility and associated well pads. All processing facilities will be located in one central location."	"Aug 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"257"	"oilsandsreview.com Prognosis 2012"	"Blackrod"	"BlackPearl Resources Inc."	"Phase 2"	"SAGD"	""	""	"Application"	2018-07-01	"30000 "	"Barrels of bitumen per day"	"Phase 2 includes installation of additional production equipment at the CPF, construction of additional well pads, access roads and associated project infrastructure to increase the bitumen productionby 30,000 bbl/d to 50,000 bbl/d."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"259"	"oilsandsreview.com Prognosis 2012"	"Blackrod"	"BlackPearl Resources Inc."	"Phase 3"	"SAGD"	""	""	"Application"	2021-07-01	"30000 "	"Barrels of bitumen per day"	"Phase 3 is seperated into a Phase 3A and 3B. Phase 3A includes the third CPF amd associated well pads and Phase 3B will consist of well pads which serve to keep the facilities running at the maximum capacity 80,000 bbl/d."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"261"	"oilsandsreview.com Prognosis 2012"	"Blackrod"	"BlackPearl Resources Inc."	"Pilot"	"SAGD"	"$25 million"	""	"Operating"	2011-07-01	"800 "	"Barrels of bitumen per day"	"he pilot will provide a better understanding of reservoir performance expectations, refine operating and capital cost estimates and provide valuable information to plan full field development. Following a successful pilot test, we would begin commercial development at Blackrod. We believe Blackrod has the potential to be a 20,000-40,000 barrels of oil per day commercial project."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"268"	"oilsandsreview.com Prognosis 2012"	"Gregoire Lake"	"Canadian Natural Resources Limited"	"Phase 1"	"SAGD"	""	""	"Announced"	2021-07-01	"40000 "	"Barrels of bitumen per day"	"Canadian Natural says design basis memorandum engineering is progressing on track with completion targeted this year."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"269"	"oilsandsreview.com Prognosis 2012"	"Gregoire Lake"	"Canadian Natural Resources Limited"	"Phase 2"	"SAGD"	""	""	"Announced"	2025-07-01	"40000 "	"Barrels of bitumen per day"	"Canadian Natural says design basis memorandum engineering is progressing on track with completion targeted this year."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"273"	"oilsandsreview.com Prognosis 2012"	"Grouse"	"Canadian Natural Resources Limited"	"Commercial"	"SAGD"	"$1.53 billion"	""	"Application"	2018-07-01	"50000 "	"Barrels of bitumen per day"	"Project includes a Central Processing Facility which includes a bitumen processing facility with a capacity of 50,000 bbls/d, Produced Water Treatment, Product Line, Power Lines and Steam Generation."	"Aug 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"278"	"oilsandsreview.com Prognosis 2012"	"Kirby North"	"Canadian Natural Resources Limited"	"Phase 1"	"SAGD"	""	""	"Application"	2016-07-01	"40000 "	"Barrels of bitumen per day"	"The proposed Project will include initially 2 well pads each with 7 SAGD well pairs; a central plant to process the bitumen, produce steam and treat and recycle water; other infrastructure including fuel gas and export pipelines, saline water source, disposal wells and associated pipelines, access roads, permanent accommodation complex, temporary construction and drilling camp, and utility power."	"Aug 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"280"	"oilsandsreview.com Prognosis 2012"	"Kirby North"	"Canadian Natural Resources Limited"	"Phase 2"	"SAGD"	""	""	"Application"	2019-07-01	"40000 "	"Barrels of bitumen per day"	"Canadian Natural says construction of Phase 1 was 53% complete at the end of Q2 and remains on schedule. Drilling is nearing completion on the fourth of seven pads with wells confirming geological expectations."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"284"	"oilsandsreview.com Prognosis 2012"	"Kirby South"	"Canadian Natural Resources Limited"	"Phase 1"	"SAGD"	"$1.25 billion"	""	"Construction"	2013-07-01	"40000 "	"Barrels of bitumen per day"	"The facility will include produced water treatment capability to enable the use of recycled water for steam generation in the SAGD process, construction of a centralized steam generation plant. Natural gas purchased from a third party will be used as the main fuel; it will be mixed with produced gas as fuel for the steam generators. Development and/or improvement of associated infrastructure, including access roads, power and pipelines (to carry steam to well pads, bitumen/water emulsion from the well pads to the processing facility, deliver diluent to the plant, and transport the diluted bitumen to upgrading facilities and markets). A number of diluted bitumen storage tanks will be located on-site."	"Aug 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"286"	"oilsandsreview.com Prognosis 2012"	"Kirby South"	"Canadian Natural Resources Limited"	"Phase 2"	"SAGD"	""	""	"Application"	2020-07-01	"20000 "	"Barrels of bitumen per day"	"Phase two regulatory application to be filed in 2011."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"290"	"oilsandsreview.com Prognosis 2012"	"Leismer"	"Canadian Natural Resources Limited"	"Commercial"	"In Situ"	""	""	"Announced"	2020-07-01	"30000 "	"Barrels of bitumen per day"	"Cavalier says it remains on schedule to submit the regulatory application for Hooles first phase in the fourth quarter of 2012."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"296"	"oilsandsreview.com Prognosis 2012"	"Hoole"	"Cavalier Energy Inc."	"Phase 1"	"SAGD"	"$700 million"	""	"Announced"	2015-07-01	"10000 "	"Barrels of bitumen per day"	"Paramount plans to submit an application for the commercial development of the Hoole Grand Rapids resource to the ERCB and to Alberta Environment in 2012. The Company will continue to finalize its plans for the initial development of the Hoole property and complete the engineering design and environmental impact analysis for the project with a view to submitting a regulatory application for commercial development of the resource by the end of 2012."	"Aug 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"298"	"oilsandsreview.com Prognosis 2012"	"Hoole"	"Cavalier Energy Inc."	"Phase 2"	"SAGD"	""	""	"Announced"		"30000 "	"Barrels of bitumen per day"	"Cenovus says it has commissioned more than 90 per cent of the Phase D plant and expects first production in Q3. Construction of Phase E is more than 50 per cent complete, with initial production expected in Q3/2013. Site preparation continues for Phase F. Phase H capacity has been increased from 40,000 to 50,000 barrels per day due to the addition of a fifth steam generator that will incorporate boiler blowdown technology."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"299"	"oilsandsreview.com Prognosis 2012"	"Hoole"	"Cavalier Energy Inc."	"Phase 3"	"SAGD"	""	""	"Announced"		"30000 "	"Barrels of bitumen per day"	"Cenovus says it has commissioned more than 90 per cent of the Phase D plant and expects first production in Q3. Construction of Phase E is more than 50 per cent complete, with initial production expected in Q3/2013. Site preparation continues for Phase F. Phase H capacity has been increased from 40,000 to 50,000 barrels per day due to the addition of a fifth steam generator that will incorporate boiler blowdown technology."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
